Time,Count1,Count2,Count3,Count4,Count5,Count6,0~5,5~10,10~15,15~20,20~25,25~30,30~35,35~40,40~45,45~50,50~55,55~60,60~65,65~70,70~75,75~80,80~85,85~90,90~95,95~100,100~105,105~110,110~115,115~120,120~125,125~130,130~135,135~140,140~145,145~150,150~155,155~160,160~165,165~170,170~175,175~180,180~185,185~190,190~195,195~200,Total,Sigma,Dm,Rel.Humidity,Pressure,Ambient,0.2um,0.3um,0.5um,0.7um,1.0um,2.0um,2.5um,3.0um,5.0um,7.0um,10um,>10um,PM1,PM2.5,PM10,Surface Area
19:19:53,1077,855.8,780,685.8,589.7,443.4,0,0.012,0.186,1.106,3.814,9.346,18.151,29.792,43.06,56.345,68.07,77.019,82.504,84.376,82.923,78.729,72.521,65.043,56.967,48.845,41.086,33.967,27.642,22.174,17.554,13.73,10.618,8.128,6.161,4.629,3.449,2.549,1.871,1.363,0.987,0.71,0.508,0.362,0.256,0.18,1077,1.3399974E-8,7.7217508E-8,45.63,984.38,25.4,6.12,1.08,0.422857,0.217143,0.137143,0.0914286,0.0685714,0.0171429,0.04,0.0114286,0.00571429,0.0228571,4.76893e-07,1.04743e-06,5.70451e-06,31.4728
19:23:13,1307,750.1,591.4,541.4,494.5,467.4,22.902,63.788,91.912,107.368,113.039,111.832,106.147,97.813,88.154,78.09,68.225,58.936,50.434,42.816,36.101,30.259,25.231,20.943,17.313,14.26,11.707,9.582,7.822,6.37,5.176,4.196,3.396,2.743,2.212,1.782,1.433,1.15,0.923,0.739,0.591,0.473,0.377,0.301,0.24,0.191,1307,1.4439398E-8,4.3302916E-8,47.71,984.45,25.11,6.88571,1.13714,0.445714,0.16,0.154286,0.0571429,0.04,0.00571429,0.0285714,0.00571429,0.00571429,0.0171429,2.52441e-07,5.91986e-07,4.09538e-06,17.3765
19:26:33,967.4,940.4,726,691.7,420.8,377.8,0.026,0.402,1.677,4.135,7.747,12.273,17.367,22.663,27.825,32.577,36.714,40.104,42.681,44.434,45.391,45.614,45.185,44.195,42.743,40.924,38.828,36.537,34.126,31.657,29.183,26.749,24.387,22.125,19.981,17.968,16.094,14.361,12.771,11.32,10.002,8.813,7.743,6.786,5.932,5.174,967.4,2.3422942E-8,9.899955E-8,45.91,984.41,25.38,4.36571,0.731429,0.365714,0.16,0.114286,0.0685714,0.0171429,0.0342857,0.0114286,0,0,0.0171429,7.57415e-07,9.80833e-07,1.73715e-06,35.0993
19:29:53,777.1,587.2,519.4,421.2,378.8,306.5,0.051,1.012,4.6,11.47,20.852,31.243,41.093,49.221,54.945,58.056,58.701,57.25,54.179,49.983,45.115,39.956,34.805,29.877,25.315,21.201,17.57,14.424,11.739,9.479,7.599,6.051,4.789,3.769,2.95,2.298,1.782,1.376,1.058,0.811,0.619,0.471,0.357,0.27,0.204,0.153,777.1,1.4423394E-8,6.4502594E-8,47.2,984.44,25.25,5.36,1.34286,0.537143,0.142857,0.0628571,0.0857143,0.0514286,0.0114286,0.00571429,0.00571429,0,0.0342857,2.60585e-07,7.18781e-07,1.68099e-06,16.3143
19:33:14,764.8,735.8,711.2,553.2,411.1,332.7,0,0,0,0,0.002,0.013,0.053,0.165,0.423,0.929,1.806,3.174,5.127,7.71,10.903,14.618,18.704,22.964,27.176,31.12,34.595,37.44,39.542,40.841,41.329,41.043,40.057,38.471,36.399,33.962,31.279,28.46,25.602,22.785,20.075,17.519,15.153,12.995,11.055,9.333,764.8,1.9095497E-8,1.34193258E-7,45.77,984.51,25.35,4.95429,0.851429,0.342857,0.148571,0.0971429,0.0742857,0.0228571,0.0114286,0.0171429,0,0,0.0285714,1.0784e-06,1.346e-06,2.04491e-06,44.2506
19:36:34,763.2,578.7,569.8,496.2,347.7,302.8,0.047,0.588,2.128,4.76,8.294,12.416,16.781,21.08,25.059,28.537,31.399,33.587,35.092,35.942,36.189,35.902,35.158,34.038,32.62,30.977,29.177,27.279,25.332,23.38,21.457,19.59,17.799,16.101,14.505,13.017,11.639,10.373,9.215,8.162,7.21,6.352,5.582,4.894,4.282,3.738,763.2,2.3516964E-8,9.5566754E-8,46.73,984.53,24.95,5.45714,0.948571,0.411429,0.142857,0.177143,0.131429,0.0171429,0.0171429,0.0228571,0.00571429,0,0.0114286,6.00218e-07,9.34714e-07,2.53361e-06,28.4534
19:39:54,701.4,566,529.2,479.5,477.1,388.7,0,0.009,0.137,0.794,2.689,6.496,12.467,20.256,29.022,37.685,45.217,50.849,54.17,55.121,53.924,50.982,46.78,41.806,36.493,31.193,26.163,21.571,17.51,14.013,11.069,8.639,6.668,5.095,3.855,2.892,2.151,1.588,1.164,0.847,0.612,0.44,0.315,0.224,0.158,0.111,701.4,1.3362806E-8,7.6629902E-8,45.13,984.52,25.48,3.77714,0.777143,0.308571,0.211429,0.154286,0.0228571,0.0285714,0.0114286,0.0114286,0.00571429,0,0.0171429,3.36271e-07,5.47067e-07,1.70076e-06,18.2574
19:43:14,901.1,663.5,636.8,633.4,552.1,391.7,0.024,0.369,1.535,3.777,7.069,11.196,15.847,20.691,25.425,29.797,33.62,36.773,39.192,40.863,41.81,42.086,41.761,40.92,39.648,38.031,36.152,34.086,31.899,29.65,27.389,25.156,22.982,20.894,18.909,17.04,15.296,13.679,12.191,10.829,9.59,8.468,7.457,6.55,5.739,5.017,901.1,2.366103E-8,9.984295E-8,46.4,984.51,24.93,6.12571,1.49143,0.44,0.114286,0.108571,0.0857143,0.04,0.0228571,0.0228571,0,0,0.0342857,7.21336e-07,1.11137e-06,2.12622e-06,34.0899
19:46:34,907,466.4,394.7,353,342.5,257.7,3.825,19.748,39.71,57.061,69.194,75.752,77.454,75.417,70.787,64.57,57.567,50.372,43.394,36.892,31.011,25.813,21.302,17.447,14.193,11.477,9.23,7.387,5.885,4.67,3.692,2.908,2.284,1.788,1.396,1.088,0.845,0.655,0.507,0.391,0.302,0.232,0.178,0.137,0.105,0.08,907,1.3635918E-8,4.7774198E-8,46.51,984.45,25.39,2.82857,0.754286,0.314286,0.148571,0.102857,0.0571429,0.0171429,0.0171429,0.0171429,0.00571429,0,0.0114286,1.88716e-07,3.91937e-07,1.79934e-06,12.5157
19:49:54,682.4,614,582.1,508,507.7,364.4,0.016,0.252,1.07,2.671,5.056,8.08,11.521,15.138,18.703,22.024,24.955,27.4,29.303,30.648,31.449,31.74,31.573,31.007,30.106,28.936,27.557,26.027,24.396,22.711,21.01,19.322,17.676,16.089,14.578,13.151,11.817,10.578,9.436,8.39,7.436,6.572,5.791,5.09,4.463,3.904,682.4,2.3728028E-8,1.00670526E-7,46.34,984.53,24.97,6.18857,0.977143,0.365714,0.2,0.12,0.0457143,0.0457143,0.0285714,0.0114286,0.00571429,0,0.0457143,5.78356e-07,9.31785e-07,2.27215e-06,27.0003
19:53:14,538.4,450.8,369.5,337,332.1,299.1,0.02,0.459,2.302,6.153,11.797,18.447,25.142,31.045,35.585,38.49,39.74,39.497,38.027,35.639,32.638,29.297,25.842,22.444,19.226,16.268,13.613,11.278,9.258,7.537,6.09,4.886,3.894,3.085,2.431,1.905,1.486,1.154,0.892,0.687,0.527,0.403,0.307,0.233,0.177,0.133,538.4,1.4684889E-8,6.7148158E-8,45,984.5,25.51,4.68571,1.01143,0.371429,0.245714,0.125714,0.0857143,0.0514286,0.0171429,0.0114286,0.00571429,0,0.0342857,2.3793e-07,6.96125e-07,1.91204e-06,13.5493
19:56:35,712.7,688,687.7,588.4,567.8,561.7,0,0,0,0,0,0.003,0.013,0.049,0.144,0.358,0.778,1.509,2.66,4.326,6.563,9.377,12.708,16.438,20.399,24.39,28.202,31.637,34.525,36.74,38.204,38.891,38.821,38.052,36.675,34.795,32.531,29.999,27.31,24.563,21.842,19.214,16.733,14.432,12.335,10.452,712.7,1.8809912E-8,1.39859608E-7,46.65,984.54,25.24,5.25143,0.868571,0.485714,0.12,0.137143,0.0171429,0.0628571,0.0228571,0.00571429,0.0171429,0,0.04,1.10126e-06,1.50644e-06,3.88564e-06,45.6157
19:59:55,1144,999.4,913.7,904.8,882.4,863.8,0.008,0.332,2.35,7.898,17.795,31.318,46.639,61.582,74.261,83.429,88.555,89.721,87.439,82.457,75.595,67.628,59.217,50.881,42.989,35.778,29.376,23.825,19.109,15.171,11.933,9.305,7.199,5.529,4.217,3.196,2.408,1.804,1.345,0.998,0.737,0.541,0.396,0.289,0.21,0.152,1144,1.3638535E-8,6.7748374E-8,45.38,984.55,25.27,5.23429,1.05714,0.548571,0.422857,0.165714,0.0742857,0.0342857,0.04,0.04,0,0.0114286,0.0171429,4.35126e-07,7.70884e-07,6.22178e-06,28.1969
20:03:15,1302,1162,967.4,884.4,666.1,618.2,0.01,0.217,1.118,3.187,6.646,11.447,17.331,23.917,30.781,37.515,43.77,49.274,53.838,57.357,59.795,61.175,61.565,61.063,59.788,57.866,55.425,52.589,49.473,46.178,42.795,39.398,36.051,32.802,29.69,26.742,23.978,21.408,19.037,16.865,14.888,13.099,11.489,10.047,8.761,7.619,1302,2.3093287E-8,1.03018032E-7,45.78,984.55,25.73,6.48,1.35429,0.685714,0.314286,0.331429,0.142857,0.245714,0.0171429,0.0228571,0.0114286,0.0114286,0.0342857,1.17024e-06,2.88816e-06,8.80824e-06,58.1549
20:06:35,1456,762.2,692,604.2,554.2,333.1,0,0.011,0.211,1.395,5.156,13.237,26.494,44.282,64.58,84.654,101.856,114.234,120.811,121.564,117.207,108.895,97.942,85.602,72.934,60.739,49.555,39.685,31.248,24.228,18.521,13.975,10.419,7.681,5.605,4.051,2.901,2.06,1.452,1.015,0.705,0.487,0.334,0.228,0.154,0.104,1456,1.2493223E-8,7.427554E-8,46.64,984.6,25.29,3.45714,0.771429,0.32,0.137143,0.142857,0.0628571,0.0228571,0.0114286,0.0114286,0.0171429,0.00571429,0.00571429,5.36814e-07,7.84214e-07,5.06791e-06,35.3121
20:09:55,850.4,766.7,713.5,681.5,646.1,474.5,0,0,0,0.005,0.053,0.296,1.12,3.172,7.2,13.74,22.802,33.733,45.332,56.146,64.835,70.448,72.573,71.323,67.217,61.014,53.542,45.57,37.72,30.439,23.997,18.516,14.008,10.404,7.597,5.46,3.866,2.7,1.861,1.267,0.853,0.568,0.375,0.245,0.158,0.101,850.4,1.2026524E-8,8.973224E-8,45.03,984.59,25.49,3.28571,0.845714,0.331429,0.194286,0.142857,0.0685714,0.0228571,0.0171429,0.0171429,0,0,0.0114286,5.0626e-07,7.63758e-07,1.52489e-06,27.125
20:13:15,1568,577.7,521.4,485.5,451.7,271.2,0.036,1.054,6.012,17.388,35.037,56.53,78.502,97.862,112.47,121.314,124.366,122.29,116.14,107.098,96.297,84.708,73.099,62.022,51.837,42.745,34.822,28.059,22.384,17.695,13.872,10.792,8.336,6.397,4.879,3.7,2.791,2.095,1.565,1.165,0.863,0.637,0.468,0.343,0.251,0.182,1568,1.3601308E-8,6.4508968E-8,46.17,984.63,25.53,6.29143,1.18286,0.36,0.165714,0.137143,0.0857143,0.0742857,0.0342857,0.0285714,0.00571429,0,0.0285714,4.62362e-07,1.05688e-06,3.03393e-06,31.1445
20:16:35,768.1,720.5,709.1,600.5,556.8,354.2,0,0,0,0,0.002,0.009,0.038,0.125,0.33,0.748,1.493,2.688,4.435,6.8,9.787,13.331,17.306,21.529,25.789,29.861,33.537,36.638,39.032,40.638,41.428,41.423,40.682,39.298,37.38,35.05,32.428,29.628,26.754,23.894,21.118,18.484,16.028,13.778,11.746,9.935,768.1,1.9072361E-8,1.35887988E-7,45.47,984.62,25.28,6.94286,1.58286,0.434286,0.2,0.177143,0.0914286,0.0628571,0.0571429,0.0457143,0.0171429,0,0.0342857,1.14709e-06,1.68355e-06,5.7765e-06,50.7473
20:19:56,696.2,587.4,489.8,395.8,395.7,387.5,0,0.002,0.042,0.3,1.189,3.267,6.993,12.493,19.462,27.241,34.984,41.866,47.232,50.688,52.112,51.617,49.487,46.099,41.856,37.143,32.287,27.546,23.106,19.082,15.537,12.486,9.913,7.783,6.048,4.654,3.549,2.684,2.013,1.499,1.108,0.814,0.594,0.431,0.311,0.223,696.2,1.3963959E-8,8.321991E-8,45.63,984.61,25.75,7.65143,0.977143,0.451429,0.32,0.131429,0.0742857,0.0285714,0.0114286,0.0171429,0.0114286,0,0.0457143,4.04734e-07,7.06411e-07,2.69786e-06,22.0946
20:23:16,1015,758,659.7,604.8,569.4,487.1,1.114,8.981,23.642,40.747,56.534,68.781,76.632,80.162,79.973,76.895,71.782,65.408,58.408,51.275,44.358,37.89,32.007,26.774,22.202,18.267,14.925,12.117,9.78,7.853,6.275,4.991,3.954,3.121,2.454,1.924,1.503,1.171,0.91,0.706,0.546,0.421,0.324,0.249,0.191,0.146,1015,1.4277364E-8,5.4756058E-8,45.66,984.62,25.17,5.17143,1.12,0.48,0.217143,0.171429,0.08,0.0342857,0.0342857,0.0342857,0.00571429,0,0.0285714,2.88074e-07,6.3393e-07,2.80247e-06,18.2992
20:26:36,858.2,633.5,609.2,592.7,251.7,225.7,0,0,0,0.003,0.022,0.093,0.291,0.734,1.572,2.96,5.022,7.824,11.354,15.509,20.115,24.939,29.725,34.217,38.185,41.447,43.877,45.411,46.04,45.81,44.801,43.126,40.909,38.283,35.378,32.311,29.189,26.1,23.115,20.287,17.654,15.24,13.058,11.108,9.385,7.879,858.2,1.9348052E-8,1.2574229E-7,44.47,984.66,25.67,7.02857,1.22286,0.428571,0.154286,0.148571,0.0914286,0.0571429,0.0285714,0.0114286,0.00571429,0,0.0342857,1.08942e-06,1.59179e-06,2.93216e-06,46.959
20:29:56,872.4,693.1,537.2,536,523.8,387.7,0,0,0.001,0.023,0.173,0.775,2.44,5.939,11.891,20.425,31.012,42.547,53.626,62.901,69.36,72.49,72.285,69.15,63.754,56.868,49.237,41.497,34.128,27.445,21.623,16.717,12.7,9.494,6.992,5.078,3.64,2.577,1.804,1.25,0.857,0.582,0.392,0.261,0.173,0.114,872.4,1.2353876E-8,8.6902218E-8,46.62,984.66,25.28,3.72571,0.862857,0.257143,0.171429,0.142857,0.0514286,0.0457143,0.0171429,0.00571429,0,0,0.00571429,4.82379e-07,8.45906e-07,1.22407e-06,26.0354
20:33:16,734.5,665.4,663.8,609,599,547,0.051,0.599,2.093,4.581,7.87,11.668,15.67,19.601,23.244,26.441,29.09,31.142,32.588,33.45,33.771,33.609,33.03,32.104,30.897,29.474,27.895,26.21,24.468,22.705,20.954,19.241,17.586,16.004,14.507,13.101,11.79,10.575,9.457,8.433,7.5,6.653,5.888,5.198,4.58,4.027,734.5,2.4324574E-8,9.7673024E-8,44.92,984.72,25.43,6.07429,1.17714,0.491429,0.371429,0.137143,0.0342857,0.0342857,0.0228571,0.0228571,0.00571429,0,0.0571429,6.16229e-07,8.81301e-07,2.54242e-06,28.0453
20:36:36,692.5,646.5,631.5,608.1,499.2,470.2,0,0.004,0.043,0.203,0.613,1.415,2.721,4.58,6.978,9.833,13.013,16.359,19.701,22.88,25.754,28.216,30.189,31.631,32.53,32.903,32.784,32.224,31.286,30.035,28.536,26.856,25.054,23.183,21.291,19.416,17.59,15.838,14.179,12.625,11.184,9.86,8.654,7.562,6.582,5.706,692.5,2.2400197E-8,1.1622226E-7,45.98,984.69,25.48,5.81143,1.00571,0.382857,0.16,0.148571,0.0742857,0.0285714,0.0342857,0,0.0114286,0.00571429,0.0114286,7.54194e-07,1.05587e-06,4.55921e-06,34.661
20:39:56,545.5,535,394.8,327.1,310.8,291.5,0.003,0.117,0.836,2.857,6.569,11.826,18.045,24.442,30.262,34.931,38.115,39.717,39.824,38.65,36.478,33.602,30.304,26.821,23.347,20.022,16.941,14.161,11.707,9.582,7.77,6.247,4.983,3.946,3.104,2.426,1.886,1.457,1.12,0.857,0.653,0.495,0.374,0.281,0.211,0.158,545.5,1.4630065E-8,7.2391308E-8,45.21,984.7,25.22,5.50286,0.92,0.451429,0.182857,0.131429,0.0971429,0.04,0.0228571,0.0171429,0,0.0114286,0.0114286,2.62588e-07,6.72818e-07,5.17109e-06,17.1869
20:43:16,807,728.2,597,558.5,546.7,522,0.008,0.163,0.801,2.205,4.486,7.581,11.307,15.415,19.643,23.744,27.514,30.796,33.488,35.535,36.923,37.673,37.83,37.457,36.627,35.416,33.901,32.156,30.249,28.241,26.183,24.12,22.089,20.119,18.231,16.443,14.765,13.204,11.762,10.439,9.234,8.141,7.156,6.272,5.482,4.78,807,2.3347548E-8,1.02823002E-7,44.22,984.76,25.71,9.17143,1.61143,0.708571,0.274286,0.211429,0.0914286,0.0857143,0.0457143,0.0342857,0.00571429,0,0.0742857,7.48729e-07,1.42151e-06,3.7145e-06,35.3186
20:46:37,923.8,768.8,623.1,610.1,509.5,436.2,0.001,0.059,0.617,2.704,7.423,15.229,25.641,37.434,49.071,59.136,66.615,70.999,72.254,70.709,66.91,61.498,55.1,48.267,41.444,34.952,29.006,23.722,19.144,15.264,12.035,9.393,7.262,5.565,4.231,3.192,2.391,1.779,1.316,0.968,0.708,0.515,0.373,0.269,0.193,0.138,923.8,1.3540666E-8,7.2447584E-8,45.73,984.72,25.53,4.70857,0.96,0.4,0.165714,0.222857,0.102857,0.0457143,0.0114286,0.0171429,0.0114286,0,0.00571429,3.98401e-07,8.5281e-07,2.84426e-06,23.2428
20:49:57,921.8,828.4,738.4,709,642.4,598.1,0.001,0.086,0.799,3.241,8.421,16.59,27.088,38.632,49.744,59.142,65.956,69.794,70.689,68.988,65.217,59.973,53.833,47.301,40.779,34.565,28.852,23.753,19.31,15.519,12.341,9.719,7.586,5.872,4.511,3.44,2.606,1.962,1.468,1.093,0.809,0.596,0.437,0.319,0.232,0.168,921.8,1.3847149E-8,7.2405242E-8,44.79,984.77,25.33,5.78857,1.07429,0.502857,0.274286,0.177143,0.0971429,0.0571429,0.00571429,0.0114286,0.00571429,0,0.04,4.03133e-07,9.15606e-07,2.00708e-06,22.4332
20:56:37,1258,739.5,686.7,649.4,626.8,539.2,0.516,5.862,18.944,37.369,57.089,74.659,87.963,96.165,99.379,98.295,93.868,87.098,78.901,70.038,61.097,52.498,44.518,37.312,30.95,25.436,20.73,16.768,13.469,10.752,8.534,6.738,5.294,4.14,3.224,2.501,1.933,1.489,1.144,0.875,0.668,0.509,0.386,0.293,0.221,0.167,1258,1.4064665E-8,5.7542824E-8,45.49,984.78,25.54,5.85714,1.21714,0.468571,0.211429,0.177143,0.0742857,0.04,0.0228571,0.0171429,0,0,0.0171429,3.52656e-07,7.22494e-07,1.54585e-06,20.8747
20:59:57,985.4,976.7,890.7,758,704.1,472.8,0,0,0,0,0,0,0,0.001,0.004,0.018,0.06,0.173,0.432,0.953,1.897,3.452,5.802,9.093,13.392,18.653,24.706,31.267,37.965,44.386,50.121,54.818,58.21,60.145,60.586,59.603,57.355,54.062,49.98,45.373,40.489,35.552,30.744,26.205,22.032,18.284,985.4,1.6540755E-8,1.4906793E-7,44.68,984.8,25.38,6.86857,1.34857,0.457143,0.262857,0.217143,0.12,0.0628571,0.0285714,0.0171429,0.00571429,0.00571429,0.0457143,1.77593e-06,2.36288e-06,5.73219e-06,70.1154
21:03:17,892.5,809.4,713.4,682.8,669.7,644.1,0.001,0.054,0.55,2.398,6.582,13.54,22.906,33.653,44.444,54.01,61.394,66.069,67.923,67.176,64.265,59.734,54.138,47.985,41.697,35.595,29.906,24.765,20.24,16.344,13.054,10.321,8.084,6.278,4.836,3.697,2.807,2.117,1.587,1.183,0.877,0.647,0.475,0.347,0.252,0.183,892.5,1.3917961E-8,7.4127612E-8,43.85,984.82,25.73,6.29143,1.34286,0.462857,0.251429,0.182857,0.08,0.0628571,0.0342857,0.0114286,0.0114286,0,0.0285714,4.10222e-07,9.26481e-07,2.97534e-06,23.9103
21:06:38,1187,895.8,838,586,575.2,527,0.027,0.747,4.183,12.012,24.187,39.157,54.715,68.772,79.815,87.041,90.303,89.933,86.562,80.944,73.838,65.924,57.761,49.775,42.265,35.416,29.326,24.024,19.488,15.668,12.494,9.888,7.771,6.068,4.71,3.636,2.792,2.133,1.623,1.229,0.927,0.697,0.522,0.389,0.29,0.215,1187,1.4167346E-8,6.6670864E-8,45.43,984.88,25.63,7.48,1.74286,1.10286,0.262857,0.108571,0.0742857,0.0685714,0.0285714,0.04,0.00571429,0.00571429,0.0457143,4.31717e-07,9.71959e-07,5.10722e-06,28.3292
21:09:58,1022,892.2,671,602,600.2,484,0,0.005,0.059,0.291,0.91,2.151,4.203,7.159,10.996,15.576,20.675,26.022,31.325,36.315,40.761,44.484,47.369,49.359,50.45,50.682,50.13,48.89,47.075,44.8,42.181,39.325,36.33,33.281,30.25,27.296,24.463,21.785,19.284,16.975,14.864,12.951,11.231,9.696,8.336,7.138,1022,2.1428859E-8,1.12898902E-7,45.07,984.89,25.39,6.77714,0.971429,0.354286,0.182857,0.12,0.0971429,0.0628571,0.0114286,0.0114286,0,0,0.04,1.02197e-06,1.56852e-06,2.07594e-06,45.597
21:13:18,1268,864.5,729.7,723.8,721.1,668.7,6.927,31.002,57.92,79.865,94.531,102.071,103.657,100.751,94.755,86.862,78.009,68.893,59.996,51.633,43.987,37.145,31.126,25.906,21.431,17.633,14.438,11.77,9.557,7.731,6.234,5.011,4.016,3.21,2.56,2.037,1.617,1.281,1.013,0.8,0.631,0.496,0.39,0.306,0.24,0.188,1268,1.4439786E-8,4.8797954E-8,43.56,984.92,25.74,6.70286,1.34286,0.548571,0.228571,0.188571,0.125714,0.0514286,0.0228571,0.0228571,0.0171429,0,0.0342857,3.04254e-07,8.33136e-07,3.78679e-06,20.1741
21:19:58,1344,993.7,906.5,822.2,779,713.2,11.402,43.706,74.604,96.825,109.568,114.191,112.65,106.853,98.411,88.583,78.287,68.157,58.599,49.851,42.025,35.15,29.198,24.107,19.796,16.178,13.163,10.668,8.615,6.935,5.565,4.454,3.556,2.832,2.25,1.784,1.412,1.116,0.88,0.693,0.545,0.428,0.336,0.263,0.206,0.161,1344,1.410325E-8,4.5991036E-8,44.58,984.94,25.34,5.74857,1.03429,0.514286,0.177143,0.194286,0.0628571,0.0628571,0.00571429,0.00571429,0,0.0114286,0.0342857,2.84566e-07,7.70531e-07,4.69916e-06,18.6754
21:23:18,1409,1142,908.1,855,794.4,679.7,0.086,1.764,8.203,20.737,38.022,57.267,75.548,90.615,101.168,106.81,107.826,104.928,99.029,91.069,81.906,72.258,62.68,53.566,45.176,37.65,31.045,25.352,20.522,16.48,13.137,10.401,8.184,6.402,4.981,3.857,2.972,2.28,1.742,1.326,1.006,0.76,0.573,0.43,0.322,0.241,1409,1.4210005E-8,6.3992034E-8,43.66,984.95,25.82,8.41143,1.61143,0.708571,0.291429,0.148571,0.08,0.0971429,0.0628571,0.0171429,0.0114286,0.00571429,0.0342857,4.62036e-07,1.18278e-06,5.57171e-06,31.2987
21:26:38,1670,964.4,800.1,785.2,619.4,550.5,11.978,49.311,87.519,116.386,133.919,141.258,140.596,134.248,124.256,112.253,99.462,86.739,74.65,63.529,53.548,44.761,37.145,30.626,25.108,20.479,16.627,13.443,10.827,8.691,6.954,5.548,4.414,3.503,2.774,2.192,1.728,1.36,1.069,0.838,0.656,0.513,0.401,0.313,0.244,0.189,1670,1.401679E-8,4.6524534E-8,45.14,984.88,25.6,6.75429,1.06857,0.548571,0.2,0.194286,0.0857143,0.0742857,0.00571429,0.0285714,0.0228571,0,0.0171429,3.33989e-07,9.28508e-07,4.53325e-06,23.6176
21:29:59,1213,1034,983.2,845.7,773.4,755.4,0,0.018,0.264,1.482,4.889,11.592,21.94,35.288,50.183,64.818,77.497,86.966,92.562,94.196,92.24,87.358,80.35,72.02,63.089,54.141,45.61,37.785,30.829,24.807,19.707,15.474,12.019,9.242,7.041,5.317,3.984,2.962,2.186,1.603,1.168,0.846,0.61,0.437,0.312,0.221,1213,1.3545188E-8,7.6913146E-8,44.79,984.87,25.45,7.53143,1.69714,0.445714,0.217143,0.131429,0.108571,0.08,0.0342857,0.00571429,0.00571429,0,0.0514286,5.28067e-07,1.19706e-06,2.40816e-06,31.5112
21:33:19,1173,1033,964.7,957.1,660.5,623.2,0.002,0.071,0.453,1.503,3.514,6.62,10.785,15.822,21.45,27.343,33.174,38.652,43.539,47.659,50.903,53.222,54.619,55.137,54.851,53.856,52.259,50.171,47.7,44.951,42.017,38.982,35.918,32.883,29.926,27.085,24.388,21.853,19.493,17.314,15.318,13.5,11.856,10.377,9.053,7.874,1173,2.3012417E-8,1.07979098E-7,43.19,984.88,25.69,6.33714,1.07429,0.497143,0.245714,0.148571,0.0857143,0.0857143,0.0228571,0.04,0.0114286,0.00571429,0.0285714,1.07973e-06,1.74241e-06,6.46171e-06,52.657
21:36:39,1302,980.8,842,812.7,787.4,784.7,0.548,6.167,19.823,38.966,59.38,77.513,91.198,99.594,102.836,101.648,97.021,89.989,81.497,72.329,63.088,54.207,45.966,38.529,31.963,26.271,21.415,17.325,13.921,11.115,8.825,6.969,5.477,4.285,3.339,2.591,2.004,1.544,1.186,0.908,0.694,0.528,0.402,0.304,0.23,0.174,1302,1.4074886E-8,5.7490496E-8,44.89,984.87,25.68,6.09143,1.11429,0.44,0.251429,0.2,0.0685714,0.0914286,0.04,0.0342857,0,0.00571429,0.0228571,3.71043e-07,1.03751e-06,4.45946e-06,24.8605
